YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
202008,151771,914367,1,2.13,"NNW","FRIENDSHIP",44,-89.83,4400,8949800
202008,151771,914371,1,.51,"W","BLOOMINGTON",42.88,-90.93,4252800,9055800
202008,151771,914372,1,.51,"E","LANCASTER",42.85,-90.71,4251000,9042600
202008,151771,914374,1,2.13,"SSE","UNION",42.8,-90.51,4248000,9030600
202008,151771,914377,1,.86,"NE","POTOSI",42.69,-90.71,4241400,9042600
202008,151771,914379,1,.69,"N","PLATTEVILLE",42.74,-90.48,4244400,9028800
202008,151771,914381,1,.86,"NW","PLATTEVILLE",42.74,-90.49,4244400,9029400
202008,151771,914387,1,1.52,"W","CORNELIA",42.68,-90.6,4240800,9036000
202008,151771,914389,1,1.36,"NE","MC CARTNEY",42.694,-90.8312,4241640,9049872
202008,151771,914389,2,1.75,"S","BURTON",42.6947,-90.8204,4241682,9049224
202008,151771,918347,1,0,"N","GLENHAVEN",42.83,-91.07,4249800,914200
202008,151771,918352,1,2.14,"WSW","LANCASTER ARPT",42.77,-90.72,4246200,9043200
202008,151775,914414,1,2.92,"WNW","TOLLAND",42.0939,-73.0738,425634,734428
202008,152062,915649,1,2.08,"WSW","(PFN)PANAMA CITY ARPT",30.1903,-85.713,3011418,8542780
202008,152062,915649,2,1.94,"NE","MAGNOLIA BEACH",30.1665,-85.6937,309990,8541622
202008,152062,915649,3,1.19,"WSW","MILLVILLE",30.1441,-85.6488,308646,8538928
202008,152062,915649,4,.3,"W","DIREGO PARK",30.1797,-85.645,3010782,8538700
202008,152072,915712,1,13.24,"NNW","DOUGLAS",58.4304,-134.5798,5825824,13434788
202008,152072,915712,2,12.13,"NNW","DOUGLAS",58.4262,-134.5327,5825572,13431962
202008,152072,915712,3,11.54,"NNW","DOUGLAS",58.4156,-134.5362,5824936,13432172
202008,152072,915712,4,11.82,"NNW","DOUGLAS",58.4156,-134.5512,5824936,13433072
202008,152072,915712,5,11.31,"NW","DOUGLAS",58.4043,-134.5582,5824258,13433492
202008,152072,915712,6,11.79,"NW","DOUGLAS",58.4027,-134.5845,5824162,13435070
202008,152072,915712,7,12.23,"NW","DOUGLAS",58.4085,-134.5899,5824510,13435394
202008,152072,915712,8,12.96,"NW","DOUGLAS",58.4189,-134.5973,5825134,13435838
202008,152073,915713,1,9.04,"S","BURKMERE",44.92,-99.3,4455200,9918000
202008,152073,915714,1,6.87,"SSW","CRAVEN",45.33,-98.98,4519800,9858800
202008,152073,915715,1,6.5,"ENE","POLO",44.82,-98.98,4449200,9858800
202008,152073,915716,1,.49,"W","MILLER",44.52,-98.99,4431200,9859400
202008,152073,915717,1,5.24,"SW","VAYLAND",44.43,-98.86,4425800,9851600
202008,152073,915719,1,11.07,"N","GANN VLY",44.19,-98.99,4411400,9859400
202008,152073,915720,1,7.39,"SE","POLO",44.709,-98.9875,4442540,9859250
202008,152073,915720,2,7.04,"SE","POLO",44.7146,-98.9901,4442876,9859406
202008,152074,915721,1,4.19,"SW","DORCHESTER",40.61,-97.18,4036600,9710800
202008,152075,915722,1,1.48,"NNE","FREMONT",41.47,-96.49,4128200,9629400
202008,152075,915723,1,.86,"NE","FREMONT ARPT",41.46,-96.52,4127600,9631200
202008,152076,915725,1,.51,"W","PENDER",42.12,-96.71,427200,9642600
202008,152076,915726,1,.51,"W","WALTHILL",42.15,-96.49,429000,9629400
202008,152076,915727,1,0,"N","CRAIG",41.78,-96.37,4146800,9622200
202008,152076,915728,1,0,"N","TEKAMAH ARPT",41.77,-96.18,4146200,9610800
202008,152076,915729,1,2.59,"W","(OVN)WSFO OMAHA",41.33,-96.1,4119800,966000
202008,152076,915730,1,5.2,"W","OMAHA MILLARD ARPT",41.2,-96.22,4112000,9613200
202008,152076,915738,1,.86,"SE","GRETNA",41.14,-96.24,418400,9614400
202008,152076,915740,1,.69,"S","(3NO)NORTH OMAHA ARP",41.36,-96.02,4121600,961200
202008,152076,915741,1,0,"N","(LNK)LINCOLN ARPT",40.85,-96.77,4051000,9646200
202008,152076,915743,1,2.07,"N","(OFF)OFFUTT AFB",41.15,-95.92,419000,9555200
202008,152076,915745,1,.52,"W","OMAHA",41.27,-96.01,4116200,96600
202008,152076,915747,1,4.16,"WSW","CRAIG",41.75,-96.44,4145000,9626400
202008,152076,915748,1,1.38,"N","(OMA)EPPLEY FLD OMAH",41.32,-95.9,4119200,9554000
202008,152076,915763,1,.69,"N","NIOBRARA",42.76,-98.03,4245600,981800
202008,152079,915752,1,.86,"NW","LOGAN",41.66,-95.81,4139600,9548600
202008,152079,915753,1,2.07,"N","RIVER SIOUX",41.83,-96.05,4149800,963000
202008,152079,915756,1,4.15,"SW","HARD SCRATCH",41.58,-95.78,4134800,9546800
202008,152079,915759,1,1.38,"N","UNDERWOOD",41.4,-95.68,4124000,9540800
202008,152079,915760,1,0,"N","CORLEY",41.58,-95.33,4134800,9519800
202008,152083,918834,1,0,"N","MONTE ALTO",26.37,-97.97,2622200,9758200
202008,152083,918834,2,4.79,"SSW","HARGILL",26.3867,-98.0515,2623202,983090
202008,152083,918834,3,3.77,"N","LA BLANCA",26.3545,-98.0666,2621270,983996
202008,152083,918834,4,1.72,"S","MONTE ALTO",26.3451,-97.968,2620706,9758080
202008,152083,918838,1,3.23,"SE","LA VILLA",26.27,-97.88,2616200,9752800
202008,152083,918838,2,3.96,"ESE","LA VILLA",26.2693,-97.8659,2616158,9751954
202008,152083,918838,3,4.29,"SE","LA VILLA",26.2579,-97.8692,2615474,9752152
202008,152083,918838,4,3.24,"SE","LA VILLA",26.2656,-97.8846,2615936,9753076
202008,152083,918840,1,3.33,"NE","EDINBURG YARD",26.37,-98.14,2622200,988400
202008,152083,918840,2,3.39,"S","FAYSVILLE",26.3717,-98.1397,2622302,988382
202008,152083,918840,3,3.36,"S","FAYSVILLE",26.3718,-98.1374,2622308,988244
202008,152083,918840,4,3.36,"NE","EDINBURG YARD",26.3693,-98.1379,2622158,988274
202008,152083,918841,1,.93,"SW","EDINBURG YARD",26.32,-98.18,2619200,9810800
202008,152476,918502,1,.3,"W","CONWAY",36.43,-77.2354,3625800,7714124
202008,152476,918508,1,3.5,"NNW","ELIZABETH CITY",36.3468,-76.2541,3620808,7615246
202008,152476,918511,1,0,"N","HERTFORD",36.18,-76.47,3610800,7628200
202008,152480,918354,1,1.78,"SW","RACINE",43.7653,-92.5294,4345918,9231764
202008,152481,918355,1,1.09,"S","WEST LA CROSSE",43.8343,-91.2484,4350058,9114904
202008,152483,918439,1,5.91,"NE","BELLEMONT",35.2925,-111.7583,3517550,11145498
202008,152483,918439,2,11.94,"NNE","BELLEMONT",35.39,-111.75,3523400,11145000
202008,152483,918442,1,1.38,"N","WALKER",34.47,-112.37,3428200,11222200
202008,152483,918442,2,3.13,"SW","GROOM CREEK",34.4353,-112.4653,3426118,11227918
202008,152483,918445,1,3.99,"WSW","PURO",34.79,-112.49,3447400,11229400
202008,152483,918445,2,2.09,"W","SIMMONS",34.8246,-112.6564,3449476,11239384
202008,152488,918471,1,0,"N","PRESCOTT",34.55,-112.47,3433000,11228200
202008,152488,918471,2,4.35,"WNW","(PRC)PRESCOTT ARPT",34.6679,-112.4934,3440074,11229604
202008,152488,918471,3,3.67,"NE","(PRC)PRESCOTT ARPT",34.6871,-112.3739,3441226,11222434
202008,152488,918471,4,1.27,"SSE","ENTRO",34.5822,-112.3944,3434932,11223664
202008,152488,918471,5,.66,"SSE","PRESCOTT",34.542,-112.4637,3432520,11227822
202008,152489,918473,1,4.18,"S","BUMBLE BEE",34.14,-112.14,348400,1128400
202008,152489,918473,2,2.02,"WNW","ROCK SPGS",34.0591,-112.1836,343546,11211016
202008,152489,918474,1,3.26,"NNE","TONTO BASIN",33.94,-111.32,3356400,11119200
202008,152489,918474,2,4.89,"SW","JAKES CORNER",33.9726,-111.3834,3358356,11123004
202008,152489,918474,3,4.8,"NNW","TONTO BASIN",33.9598,-111.3925,3357588,11123550
202008,152489,918474,4,5.76,"WNW","TONTO BASIN",33.9428,-111.4362,3356568,11126172
202008,152489,918474,5,1.38,"NW","TONTO BASIN",33.9147,-111.3663,3354882,11121978
202008,152489,918474,6,3.21,"NE","TONTO BASIN",33.9372,-111.3164,3356232,11118984
202008,152489,918474,7,3.8,"NE","TONTO BASIN",33.938,-111.3022,3356280,11118132
202008,152489,918475,1,.57,"W","CANYON",34.07,-112.16,344200,1129600
202008,152489,918475,2,.99,"E","CANYON",34.0706,-112.1327,344236,1127962
202008,152489,918475,3,2.82,"ENE","CANYON",34.082,-112.103,344920,1126180
202008,152489,918475,4,9.88,"E","CORDES",34.2812,-111.9984,3416872,11159904
202008,152489,918475,5,5.13,"E","CORDES",34.3079,-112.0806,3418474,1124836
202008,152489,918476,1,4.48,"NE","CORDES",34.35,-112.12,3421000,1127200
202008,152492,918527,1,1.84,"NE","WEST ALTON",43.5666,-71.2714,4333996,7116284
202008,152492,918527,2,2.82,"E","WEST ALTON",43.556,-71.2444,4333360,7114664
202008,152493,918526,1,0,"N","CENTER OSSIPEE",43.75,-71.15,4345000,719000
202008,152493,918526,2,1.37,"SE","CENTER OSSIPEE",43.7383,-71.1278,4344298,717668
202008,152494,918525,1,1.4,"ESE","MIRROR LAKE",43.6113,-71.2548,4336678,7115288
202008,152494,918662,1,1.65,"ESE","MIRROR LAKE",43.61,-71.25,4336600,7115000
202008,152497,918530,1,.92,"NE","ISLE OF SHOALS",42.981,-70.6098,4258860,7036588
202008,152498,918660,1,1.47,"SSE","HIGHPINE",43.33,-70.64,4319800,7038400
202008,152498,918661,1,.5,"W","NEWFIELD",43.65,-70.86,4339000,7051600
202008,152499,918542,1,1.66,"W","NEWSOMS",36.62,-77.15,3637200,779000
202008,152502,918598,1,1.49,"SSE","TEMPLEMAN",38.05,-76.77,383000,7646200
202008,152503,918607,1,4.82,"NW","HECLA",45.93,-98.22,4555800,9813200
202008,152503,918607,2,2.83,"NE","ORDWAY",45.61,-98.38,4536600,9822800
202008,152503,918607,3,2,"NE","PLANA",45.54,-98.29,4532400,9817400
202008,152503,918607,4,5.91,"SE","WARNER",45.25,-98.43,4515000,9825800
202008,152503,918607,5,4.86,"S","STRATFORD",45.25,-98.33,4515000,9819800
202008,152503,918607,6,2.81,"S","PUTNEY",45.53,-98.19,4531800,9811400
202008,152503,918607,7,3.18,"NE","COLUMBIA",45.65,-98.27,4539000,9816200
202008,152503,918607,8,3.59,"NNE","HECLA",45.93,-98.13,4555800,987800
202008,152504,918599,1,.54,"W","QUANTICO",38.37,-75.74,3822200,7544400
202008,152504,918600,1,.69,"S","PRINCESS ANNE",38.19,-75.7,3811400,7542000
202008,152516,918643,1,2.82,"S","LIGHT FOOT",37.29,-76.76,3717400,7645600
202008,152516,918644,1,.88,"SW","HAMPTON",37.01,-76.36,37600,7621600
202008,152516,918645,1,1.3,"ENE","SMITHFIELD",36.99,-76.61,3659400,7636600
202008,152516,918646,1,.89,"SW","BOWERS HILL",36.77,-76.41,3646200,7624600
202008,152516,918647,1,.89,"SW","BOWERS HILL",36.77,-76.41,3646200,7624600
202008,152516,918648,1,1.31,"ESE","CAMDEN MILLS",36.71,-76.25,3642600,7615000
202008,152516,918649,1,.33,"E","LONG RIDGE",36.6303,-76.164,3637818,769840
202008,152519,918656,1,1.69,"SE","GRACEVILLE",45.55,-96.41,4533000,9624600
202008,152524,918663,1,0,"N","WINDHAM",42.8,-71.3,4248000,7118000
202008,152524,918664,1,2.52,"E","SOUTH DEERFIELD",43.1,-71.22,436000,7113200
202008,152524,918668,1,.86,"NE","EAST SWANZEY",42.86,-72.26,4251600,7215600
202008,152524,918672,1,0,"N","TROY",42.83,-72.18,4249800,7210800
202008,152524,918709,1,.86,"SE","SOUTH KEENE",42.91,-72.24,4254600,7214400
202008,152524,918726,1,2.06,"SE","FITZWILLIAM DEPOT",42.75,-72.14,4245000,728400
202008,152524,918758,1,.51,"W","BRENTWOOD CORNER",43.02,-71.09,431200,715400
202008,152524,918759,1,1.01,"E","STRATHAM",43.02,-70.91,431200,7054600
202008,152524,918760,1,1.47,"NNE","HOLLIS DEPOT",42.74,-71.52,4244400,7131200
202008,152524,918761,1,.69,"N","DAVIS",42.76,-71.87,4245600,7152200
202008,152524,918766,1,1.22,"SE","NORTH CHARLESTOWN",43.31,-72.38,4318600,7222800
202008,152524,918770,1,1.01,"E","RINGS CORNER",43.32,-71.35,4319200,7121000
202008,149504,901138,1,0,"N","NATIONALS PARK (WSHNP)",38.87,-77.01,3852200,77600
202008,149504,901140,1,0,"N","COBB POINT (COB)",38.24,-76.83,3814400,7649800
202008,149504,901141,1,0,"N","CUCKOLD CREEK (CCK)",38.31,-76.93,3818600,7655800
202008,149504,901143,1,0,"N","CUCKOLD CREEK (CCK)",38.31,-76.93,3818600,7655800
202008,149504,901144,1,0,"N","COBB POINT (COB)",38.24,-76.83,3814400,7649800
202008,149504,901145,1,1.53,"E","BABER POINT (BAB)",38.3089,-77.0019,3818534,77114
202008,149505,901147,1,0,"N","POINT LOOKOUT (PTL)",38.04,-76.32,382400,7619200
202008,149505,901148,1,0,"N","PINEY POINT (PPTM2)",38.13,-76.53,387800,7631800
202008,149505,901149,1,0,"N","COBB POINT (COB)",38.24,-76.83,3814400,7649800
202008,149505,901150,1,3.98,"SE","CUCKOLD CREEK (CCK)",38.2725,-76.8742,3816350,7652452
202008,149505,901151,1,1.53,"E","BABER POINT (BAB)",38.3089,-77.0019,3818534,77114
202008,149505,901154,1,1.36,"NNE","BABER POINT (BAB)",38.3286,-77.0219,3819716,771314
202008,149505,901155,1,0,"N","BABER POINT (BAB)",38.31,-77.03,3818600,771800
202008,149505,901156,1,0,"N","CUCKOLD CREEK (CCK)",38.31,-76.93,3818600,7655800
202008,149505,901157,1,0,"N","POTOMAC LIGHT 33 (LT3)",38.34,-76.99,3820400,7659400
202008,149505,901159,1,2.66,"SE","LEESYLVANIA STATE PARK (LSLVN)",38.6402,-77.2189,3838412,7713134
202008,149505,901161,1,0,"N","TOLLY POINT (TOL)",38.94,-76.44,3856400,7626400
202008,149505,901162,1,0,"N","GREENBURY POINT (GBY)",38.97,-76.46,3858200,7627600
202008,149505,901163,1,0,"N","(DCA)REAGAN NATIONAL AIRPORT",38.86,-77.03,3851600,771800
202008,149505,901165,1,0,"N","WASHINGTON DC (WASD2)",38.87,-77.02,3852200,771200
202008,149505,901166,1,0,"N","THOMAS POINT (TPLM2)",38.9,-76.44,3854000,7626400
202008,149505,901167,1,0,"N","POINT LOOKOUT (PTL)",38.04,-76.32,382400,7619200
202008,149506,901169,1,4.18,"S","WOODLAWN ES (ALVND)",38.67,-77.11,3840200,776600
202008,149506,901170,1,5.58,"SSE","KENT POINT MD (KPTM2)",38.7661,-76.3281,3845966,7619686
202008,149506,901172,1,6.78,"NW","SANDY POINT (SPT)",39.07,-76.5,394200,7630000
202008,149506,901173,1,0,"N","GROVE POINT (GVP)",39.4,-76.04,3924000,762400
202008,149506,901174,1,6.78,"NW","SANDY POINT (SPT)",39.07,-76.5,394200,7630000
202008,149508,901176,1,5.27,"S","ROD N REEL CHESAPEAKE BEACH (CHSRL)",38.615,-76.512,3836900,7630720
202008,149509,901177,1,0,"N","BLACKWALNUT HARBOR (BWH)",38.68,-76.33,3840800,7619800
202008,149509,901178,1,0,"N","HART MILLER ISLAND (HRT)",39.25,-76.37,3915000,7622200
202008,149509,901179,1,0,"N","TOLCHESTER MD (TCBM2)",39.32,-76.25,3919200,7615000
202008,149509,901181,1,2.98,"E","TILGHMAN ES (TILHM)",38.7141,-76.285,3842846,7617100
202008,149510,901182,1,0,"N","GUNPOWDER (GUN)",39.36,-76.37,3921600,7622200
202008,149510,901183,1,0,"N","TOLLY POINT (TOL)",38.94,-76.44,3856400,7626400
202008,149516,918012,1,6,"E","MOULTON",34.48,-87.1747,3428800,8710482
202008,149517,918015,1,.51,"WSW","GUNTERSVILLE MUNI AR",34.3983,-86.2788,3423898,8616728
202008,149517,918016,1,.6,"S","HENRYVILLE",34.4114,-86.2681,3424684,8616086
202008,149519,901231,1,0,"N","LEEMASTER",37.18,-82.13,3710800,827800
202008,149519,901231,2,1.18,"SE","LEEMASTER",37.1689,-82.1138,3710134,826828
202008,149519,901231,3,1.62,"ESE","LEEMASTER",37.1754,-82.1012,3710524,826072
202008,149519,901231,4,.57,"N","LEEMASTER",37.1882,-82.1286,3711292,827716
202008,149520,901233,1,0,"N","JACKSON",39.05,-82.63,393000,8237800
202008,149520,901234,1,.87,"SW","ROADS",39.07,-82.54,394200,8232400
202008,149520,901235,1,3.5,"SW","ALICE",38.98,-82.41,3858800,8224600
202008,149520,901284,1,1.22,"WSW","MILLS",38.8438,-82.2513,3850628,8215078
202008,149520,901284,2,.1,"SSW","MILLS",38.8487,-82.2305,3850922,8213830
202008,149520,901284,3,.39,"SE","MILLS",38.8453,-82.2259,3850718,8213554
202008,149520,901284,4,.84,"SW","MILLS",38.8403,-82.2394,3850418,8214364
202008,149520,901284,5,1.49,"WSW","MILLS",38.8388,-82.2537,3850328,8215222
202008,149521,901236,1,.53,"W","ENTERPRISE",39.42,-80.28,3925200,8016800
202008,149521,901237,1,.69,"S","SHINNSTON",39.39,-80.3,3923400,8018000
202008,149521,901238,1,.69,"S","HAYWOOD",39.37,-80.35,3922200,8021000
202008,149521,901239,1,0,"N","MEADOWBROOK",39.35,-80.32,3921000,8019200
202008,149521,901240,1,.69,"N","REYNOLDSVILLE",39.29,-80.43,3917400,8025800
202008,149521,901241,1,0,"N","BECKLEY",37.78,-81.18,3746800,8110800
202008,149521,901242,1,.88,"NW","ANNAMORIAH",38.94,-81.23,3856400,8113800
202008,149521,901243,1,3.83,"E","TRIPLET",38.84,-81.23,3850400,8113800
202008,149521,901244,1,.54,"E","WEST CHARLESTON",38.38,-81.66,3822800,8139600
202008,149521,901245,1,1.29,"ESE","ALUM CREEK",38.27,-81.78,3816200,8146800
202008,149521,901246,1,.88,"NW","IRENE",38.21,-81.86,3812600,8151600
202008,149521,901247,1,.69,"S","SUMERCO",38.22,-81.9,3813200,8154000
202008,149525,901287,1,2.82,"WNW","WINOOSKI",44.52,-73.23,4431200,7313800
202008,149525,901287,2,.67,"E","SOUTH BURLINGTON",44.4502,-73.2064,4427012,7312384
202008,149525,901298,1,0,"N","CAMBRIDGE",44.65,-72.88,4439000,7252800
202008,149533,901359,1,2.35,"N","HALES CORNERS",42.9638,-88.0454,4257828,882724
202008,149533,901359,2,.47,"S","STATE FAIR PARK",43.0133,-88.0084,43798,88504
202008,149533,901359,3,1.02,"S","MILWAUKEE HOAN BRIDGE",43.0153,-87.8985,43918,8753910
202008,149533,901359,4,.04,"SE","ST FRANCIS",42.9695,-87.8494,4258170,8750964
202008,149533,901359,5,2.37,"ESE","RAWSON",42.8421,-87.8345,4250526,8750070
202008,149533,901359,6,1.9,"SSE","FRANKLIN",42.8437,-88.0689,4250622,884134
202008,149546,901469,1,6.77,"W","LOWER TAMPA BAY",27.61,-82.76,2736600,8245600
202008,149550,901475,1,1.38,"S","SAN CARLOS BAY",26.4,-81.88,2624000,8152800
202008,149550,901477,1,7.02,"N","HILLSBOROUGH BAY",27.95,-82.47,2757000,8228200
202008,149550,901480,1,8.84,"NNE","OLD TAMPA BAY",27.97,-82.53,2758200,8231800
202008,149569,901502,1,3.72,"NE","PUNTA RASSA",26.54,-81.95,2632400,8157000
202008,149569,901503,1,12.52,"E","MATLACHA",26.65,-81.87,2639000,8152200
202008,149569,901504,1,2.83,"NNW","PUNTA RASSA",26.55,-82.01,2633000,82600
202008,149569,901505,1,2.07,"N","PUNTA RASSA",26.54,-82,2632400,8200
202008,149569,901506,1,2.16,"SSE","BOCA GRANDE",26.72,-82.26,2643200,8215600
202008,149569,901508,1,.62,"W","PORT CHARLOTTE",26.99,-82.11,2659400,826600
202008,149569,901509,1,1.38,"S","LOWER TAMPA BAY",27.6,-82.65,2736000,8239000
202008,149569,901510,1,8.31,"S","ST PETERSBURG BEACH",27.61,-82.76,2736600,8245600
202008,149569,902638,1,7.62,"WNW","LONGBOAT KEY",27.4502,-82.6895,2727012,8241370
202008,149569,902744,1,7.65,"WNW","LONGBOAT KEY",27.45,-82.69,2727000,8241400
202008,149579,901538,1,.56,"E","HARTLEY",35.88,-102.39,3552800,10223400
202008,149580,901540,1,.89,"SE","KEYES",36.81,-102.24,3648600,10214400
202008,149580,901542,1,.89,"SE","GOODWELL",36.59,-101.62,3635400,10137200
202008,149580,901543,1,1.66,"E","GOODWELL",36.6,-101.6,3636000,10136000
202008,149580,901544,1,.89,"NW","(GUY)GUYMON MUNI ARP",36.69,-101.51,3641400,10130600
202008,149581,901547,1,.64,"W","KNOWLES",36.8708,-100.1915,3652248,10011490
202008,149581,901547,2,.36,"W","KNOWLES",36.8708,-100.1865,3652248,10011190
202008,149581,901547,3,.39,"WSW","KNOWLES",36.8678,-100.1865,3652068,10011190
202008,149581,901547,4,.65,"WSW","KNOWLES",36.8678,-100.1915,3652068,10011490
202008,149581,901548,1,4.15,"S","GATE",36.79,-100.05,3647400,1003000
202008,149582,901550,1,5.88,"SW","MALLETT",36.28,-102.16,3616800,1029600
202008,149582,901551,1,1.49,"SSE","MALLETT",36.33,-102.09,3619800,1025400
202008,149582,901552,1,.56,"W","GRUVER",36.27,-101.41,3616200,10124600
202008,149582,901553,1,.69,"S","SPEARMAN",36.19,-101.2,3611400,10112000
202008,149582,901555,1,2.91,"WSW","UMBARGER",34.94,-102.15,3456400,1029000
202008,149582,901556,1,.57,"W","UMBARGER",34.95,-102.11,3457000,1026600
202008,149582,901557,1,3.51,"NE","HEREFORD MUNI ARPT",34.88,-102.27,3452800,10216200
202008,149582,901559,1,6.77,"W","CODMAN",35.63,-100.87,3537800,10052200
202008,149582,901560,1,5.65,"E","BUSHLAND",35.18,-101.97,3510800,10158200
202008,149582,901561,1,5.73,"SW","AMARILLO",35.14,-101.89,358400,10153400
202008,149582,901562,1,2.19,"NW","TIMBERCREEK CANYON",35.07,-101.85,354200,10151000
202008,149582,901563,1,3.96,"E","SPEARMAN",36.19,-101.13,3611400,1017800
202008,149582,901564,1,.69,"N","TWICHELL",36.44,-100.72,3626400,10043200
202008,149582,901565,1,9.21,"NE","MILO CENTER",35.07,-102.28,354200,10216800
202008,149582,901566,1,.89,"SE","WHEELER",35.44,-100.26,3526400,10015600
202008,149582,901567,1,11.11,"N","SPEARMAN",36.36,-101.18,3621600,10110800
202008,149582,901568,1,5.61,"E","BORGER",35.67,-101.28,3540200,10116800
202008,149582,901569,1,9.62,"W","ALANREED",35.23,-100.9,3513800,10054000
202008,149582,901570,1,2.26,"W","DOZIER",35.08,-100.39,354800,10023400
202008,149584,901571,1,1.38,"N","STINNETT",35.84,-101.45,3550400,10127000
202008,149584,901572,1,5.61,"E","BORGER",35.67,-101.28,3540200,10116800
202008,149585,901573,1,3.85,"SSE","PANTEX",35.28,-101.54,3516800,10132400
202008,150781,909035,1,3.71,"SW","SURRY",35.461,-76.8952,3527660,7653712
202008,150781,909035,2,3.69,"SW","SURRY",35.4631,-76.8974,3527786,7653844
202008,150852,909488,1,2.7,"WSW","SENTINEL",32.85,-113.26,3251000,11315600
202008,150852,909503,1,0,"N","LIRIM",33.02,-111.98,331200,11158800
202008,150852,909508,1,.58,"E","(PHX)SKY HARBOR ARPT",33.43,-112.01,3325800,112600
202008,150852,909516,1,2.7,"SE","HELENA",33.34,-111.9,3320400,11154000
202008,150852,909520,1,1.38,"N","WEST CHANDLER",33.32,-111.95,3319200,11157000
202008,150852,909826,1,.58,"E","MESA",33.42,-111.81,3325200,11148600
202008,150852,909832,1,2.66,"WSW","MC QUEEN",33.3887,-111.874,3323322,11152440
202008,150852,910377,1,1.38,"W","HIGLEY",33.3009,-111.7438,3318054,11144628
202008,150852,910378,1,1.34,"WSW","APACHE JCT",33.41,-111.57,3324600,11134200
202008,150854,910951,1,2.3,"W","PHOENIX DEER VLY ARP",33.68,-112.12,3340800,1127200
202008,150854,910952,1,1.34,"WNW","SCOTTSDALE MUNI",33.63,-111.94,3337800,11156400
202008,150854,910954,1,2.96,"ESE","SCOTTSDALE MUNI",33.61,-111.87,3336600,11152200
202008,150854,910955,1,1.73,"W","GLENDALE FRAM ARPT",33.53,-112.3,3331800,11218000
202008,150854,911216,1,3.55,"SE","PARADISE VLY",33.54,-111.93,3332400,11155800
202008,150854,911217,1,.9,"NE","PAPAGO AAF ARPT",33.49,-111.94,3329400,11156400
202008,150854,911218,1,3.26,"NNW","KENDALL",33.49,-112.01,3329400,112600
202008,150854,911220,1,.69,"S","TEMPE",33.39,-111.93,3323400,11155800
202008,150854,911223,1,13.77,"ENE","CAREFREE",33.98,-111.71,3358800,11142600
202008,150854,911224,1,.9,"NE","STANFIELD",32.88,-111.96,3252800,11157600
202008,150854,911416,1,6.63,"NNW","MAGMA",33.22,-111.54,3313200,11132400
202008,150854,911440,1,5.24,"E","MOBILE",33.0564,-112.1799,333384,11210794
202008,150854,911440,2,5.69,"ENE","MOBILE",33.0873,-112.1824,335238,11210944
202008,150854,911440,3,1.67,"NNE","MOBILE",33.0731,-112.2612,334386,11215672
202008,150854,911440,4,1.19,"SE","MOBILE",33.04,-112.2533,332400,11215198
202008,150855,910149,1,5.72,"NE","TORTILLA FLAT",33.5983,-111.3237,3335898,11119422
202008,150855,910149,2,5.59,"NE","TORTILLA FLAT",33.5962,-111.3242,3335772,11119452
202008,150855,910149,3,5.62,"NE","TORTILLA FLAT",33.596,-111.3229,3335760,11119374
202008,150855,910149,4,5.75,"NE","TORTILLA FLAT",33.5976,-111.3218,3335856,11119308
202008,150855,910149,5,5.76,"NE","TORTILLA FLAT",33.5984,-111.3226,3335904,11119356
202008,150865,909335,1,.49,"E","RED LODGE ARPT",45.18,-109.26,4510800,10915600
202008,150873,909369,1,.87,"SW","GLENHALL",40.32,-87.06,4019200,873600
202008,150874,909370,1,1.42,"S","INDIANAPOLIS",39.7598,-86.1546,3945588,869276
202008,150874,909370,2,1.44,"N","INDIANAPOLIS",39.8008,-86.1472,3948048,868832
202008,150874,909370,3,.31,"W","WOODRUFF PLACE",39.7809,-86.0858,3946854,865148
202008,150874,909370,4,2.69,"NW","BEECH GROVE",39.7487,-86.1142,3944922,866852
202008,150874,909371,1,.5,"NNE","COUNTRY TERRACE",40.1869,-85.2769,4011214,8516614
202008,150874,909371,2,.35,"WSW","SELMA",40.1978,-85.2759,4011868,8516554
202008,150874,909371,3,.85,"E","SELMA",40.1977,-85.2542,4011862,8515252
202008,150874,909371,4,.84,"NE","SELMA ARPT",40.1872,-85.2572,4011232,8515432
202008,150874,909372,1,.87,"SE","WOODRUFF PLACE",39.77,-86.07,3946200,864200
202008,150888,910890,1,3.2,"ESE","OCOTILLO",33.21,-111.8,3312600,11148000
202008,150888,911443,1,4.75,"SSE","LIBERTY",33.32,-112.44,3319200,11226400
202008,150888,911445,1,2.76,"S","NORTON",33.36,-112.43,3321600,11225800
202008,150888,911449,1,7.08,"SSE","LIBERTY",33.2804,-112.4517,3316824,11227102
202008,150888,911449,2,3.79,"SSE","LIBERTY",33.3275,-112.4614,3319650,11227684
202008,150888,911449,3,4.42,"SE","BUCKEYE",33.3224,-112.5289,3319344,11231734
202008,150888,911449,4,7.51,"SSE","BUCKEYE",33.2719,-112.5243,3316314,11231458
202008,150888,911452,1,3.1,"SE","CHANDLER ARPT",33.24,-111.78,3314400,11146800
202008,150888,912556,1,3.61,"NE","SUN CITY",33.6393,-112.2386,3338358,11214316
202008,150888,912697,1,2.37,"SSW","VICKSBURG",33.72,-113.77,3343200,11346200
202008,150888,912700,1,2.8,"SSW","ESTRELLA",32.964,-112.442,3257840,11226520
